0, 100000000, 1, 0.144284, 1386.154988
0, 100000000, 1, 0.141861, 1409.831128
0, 100000000, 1, 0.141086, 1417.574076
0, 100000000, 1, 0.140955, 1418.890443
0, 50000000, 2, 0.115036, 1738.586019
0, 33333333, 3, 0.105487, 1895.970545
0, 33333333, 3, 0.105481, 1896.077681
0, 20000000, 5, 0.121087, 1651.703959
0, 16666666, 6, 0.114896, 1740.707285
0, 14285714, 7, 0.111215, 1798.320538
0, 11111111, 9, 0.105466, 1896.347719
0, 8333333, 12, 0.099054, 2019.098612
0, 6666666, 15, 0.099060, 2018.977001
0, 5263157, 19, 0.092893, 2153.017053
0, 4000000, 25, 0.090415, 2212.022319
0, 3225806, 31, 0.099406, 2011.950627
0, 2564102, 39, 0.116212, 1720.993902
0, 2000000, 50, 0.099548, 2009.078999
0, 1587301, 63, 0.114892, 1740.764507
0, 1265822, 79, 0.108084, 1850.412121
0, 1000000, 100, 0.090787, 2202.960177
0, 800000, 125, 0.089433, 2236.312112
0, 632911, 158, 0.106683, 1874.711494
0, 502512, 199, 0.101835, 1963.958870
0, 398406, 251, 0.086847, 2302.896565
0, 316455, 316, 0.086312, 2317.168310
0, 251256, 398, 0.099457, 2010.916523
0, 199600, 501, 0.086631, 2308.631579
0, 158730, 630, 0.102623, 1948.879175
0, 125944, 794, 0.089673, 2230.314338
0, 100000, 1000, 0.086815, 2303.752527
0, 79491, 1258, 0.089835, 2226.292474
0, 63131, 1584, 0.088913, 2249.379610
0, 50125, 1995, 0.090613, 2207.171932
0, 39824, 2511, 0.103711, 1928.400464
0, 31625, 3162, 0.091773, 2179.251281
0, 25119, 3981, 0.088430, 2261.649228
0, 19956, 5011, 0.090779, 2203.140444
0, 15850, 6309, 0.093342, 2142.606319
0, 12589, 7943, 0.100346, 1992.991029
0, 10000, 10000, 0.096732, 2067.565143
0, 7943, 12589, 0.106730, 1873.783224
0, 6309, 15848, 0.113779, 1757.529461
0, 5012, 19952, 0.111996, 1785.768807
0, 3981, 25118, 0.111377, 1795.608739
0, 3162, 31622, 0.110846, 1804.101646
0, 2511, 39810, 0.115153, 1736.174403
0, 1995, 50118, 0.115521, 1731.031472
0, 1584, 63095, 0.112219, 1781.202741
0, 1258, 79432, 0.114653, 1743.095558
0, 1000, 99999, 0.115031, 1738.644306
0, 794, 125892, 0.115425, 1732.005360
0, 630, 158489, 0.112764, 1770.919152
0, 501, 199526, 0.112344, 1779.578836
0, 398, 251188, 0.111019, 1801.005550
0, 316, 316227, 0.113333, 1763.435956
0, 251, 398107, 0.112913, 1769.942176
0, 199, 501187, 0.113215, 1761.890911
0, 158, 630957, 0.113540, 1756.055378
0, 125, 794328, 0.135891, 1461.333403
0, 100, 999999, 0.173130, 1155.199902
0, 79, 1258925, 0.212019, 938.171491
0, 63, 1584893, 0.225067, 887.276262
0, 50, 1995262, 0.228079, 874.811489
0, 39, 2511886, 0.225527, 868.753069
0, 31, 3162277, 0.229276, 855.131020
0, 25, 3981071, 0.238953, 833.023462
0, 19, 5011872, 0.230979, 824.538873
0, 15, 6309573, 0.218768, 865.241198
0, 12, 7943282, 0.214419, 889.094043
0, 10, 9999999, 0.227667, 878.475572
1, 100000000, 1, 0.140751, 1420.947806
1, 100000000, 1, 0.140216, 1426.369602
1, 100000000, 1, 0.142858, 1399.991322
1, 100000000, 1, 0.139903, 1429.561210
1, 50000000, 2, 0.112752, 1773.805073
1, 33333333, 3, 0.106032, 1886.224882
1, 33333333, 3, 0.108436, 1844.404068
1, 20000000, 5, 0.095805, 2087.575249
1, 16666666, 6, 0.099026, 2019.672240
1, 14285714, 7, 0.098441, 2031.676116
1, 11111111, 9, 0.090237, 2216.388119
1, 8333333, 12, 0.088367, 2263.288617
1, 6666666, 15, 0.098331, 2033.946891
1, 5263157, 19, 0.090764, 2203.515328
1, 4000000, 25, 0.088540, 2258.864079
1, 3225806, 31, 0.100914, 1981.885260
1, 2564102, 39, 0.112011, 1785.539232
1, 2000000, 50, 0.105174, 1901.609496
1, 1587301, 63, 0.112369, 1779.852474
1, 1265822, 79, 0.112525, 1777.381919
1, 1000000, 100, 0.108526, 1842.876507
1, 800000, 125, 0.111231, 1798.062315
1, 632911, 158, 0.115369, 1733.565643
1, 502512, 199, 0.115183, 1736.367262
1, 398406, 251, 0.113750, 1758.240400
1, 316455, 316, 0.110938, 1802.803637
1, 251256, 398, 0.112018, 1785.427415
1, 199600, 501, 0.113150, 1767.559962
1, 158730, 630, 0.113558, 1761.215633
1, 125944, 794, 0.112342, 1780.271708
1, 100000, 1000, 0.111125, 1799.775152
1, 79491, 1258, 0.113220, 1766.467034
1, 63131, 1584, 0.111552, 1792.876936
1, 50125, 1995, 0.112030, 1785.228272
1, 39824, 2511, 0.111568, 1792.594422
1, 31625, 3162, 0.111579, 1792.417729
1, 25119, 3981, 0.111445, 1794.585379
1, 19956, 5011, 0.111817, 1788.626190
1, 15850, 6309, 0.113639, 1759.919701
1, 12589, 7943, 0.115517, 1731.251897
1, 10000, 10000, 0.115543, 1730.958974
1, 7943, 12589, 0.116210, 1720.926614
1, 6309, 15848, 0.122698, 1629.776693
1, 5012, 19952, 0.122073, 1638.355364
1, 3981, 25118, 0.123053, 1625.229746
1, 3162, 31622, 0.122037, 1638.663982
1, 2511, 39810, 0.121563, 1644.624576
1, 1995, 50118, 0.121659, 1643.698810
1, 1584, 63095, 0.121933, 1639.301807
1, 1258, 79432, 0.124231, 1608.702747
1, 1000, 99999, 0.122759, 1629.193944
1, 794, 125892, 0.122754, 1628.596431
1, 630, 158489, 0.121745, 1640.280589
1, 501, 199526, 0.121136, 1650.418822
1, 398, 251188, 0.122282, 1635.118839
1, 316, 316227, 0.119373, 1674.208781
1, 251, 398107, 0.119523, 1672.060048
1, 199, 501187, 0.116808, 1707.695813
1, 158, 630957, 0.119408, 1669.759078
1, 125, 794328, 0.134055, 1481.348322
1, 100, 999999, 0.171672, 1165.010466
1, 79, 1258925, 0.206896, 961.401312
1, 63, 1584893, 0.220230, 906.763043
1, 50, 1995262, 0.222786, 895.595976
1, 39, 2511886, 0.222281, 881.438928
1, 31, 3162277, 0.229496, 854.311936
1, 25, 3981071, 0.225577, 882.419075
1, 19, 5011872, 0.222347, 856.549997
1, 15, 6309573, 0.214878, 880.905060
1, 12, 7943282, 0.212246, 898.197473
1, 10, 9999999, 0.223455, 895.034896
2, 100000000, 1, 0.139747, 1431.158714
2, 100000000, 1, 0.143580, 1392.952054
2, 100000000, 1, 0.141951, 1408.938418
2, 100000000, 1, 0.141990, 1408.550430
2, 50000000, 2, 0.116800, 1712.327744
2, 33333333, 3, 0.109787, 1821.709502
2, 33333333, 3, 0.125396, 1594.947023
2, 20000000, 5, 0.099233, 2015.455511
2, 16666666, 6, 0.118440, 1688.619886
2, 14285714, 7, 0.111617, 1791.844118
2, 11111111, 9, 0.108047, 1851.046140
2, 8333333, 12, 0.102887, 1943.881703
2, 6666666, 15, 0.103708, 1928.490806
2, 5263157, 19, 0.094779, 2110.171401
2, 4000000, 25, 0.095848, 2086.640548
2, 3225806, 31, 0.105666, 1892.753280
2, 2564102, 39, 0.102823, 1945.089318
2, 2000000, 50, 0.091836, 2177.795778
2, 1587301, 63, 0.101846, 1963.748855
2, 1265822, 79, 0.102518, 1950.878693
2, 1000000, 100, 0.095189, 2101.081022
2, 800000, 125, 0.092501, 2162.140539
2, 632911, 158, 0.101468, 1971.066503
2, 502512, 199, 0.103281, 1936.462032
2, 398406, 251, 0.091848, 2177.511075
2, 316455, 316, 0.091819, 2178.192483
2, 251256, 398, 0.102829, 1944.974821
2, 199600, 501, 0.095319, 2098.208452
2, 158730, 630, 0.098481, 2030.847799
2, 125944, 794, 0.091263, 2191.457104
2, 100000, 1000, 0.091729, 2180.337320
2, 79491, 1258, 0.094963, 2106.075005
2, 63131, 1584, 0.095144, 2102.065687
2, 50125, 1995, 0.092282, 2167.255011
